Timestamp (seconds)
0.0010665560
0.0010592440
0.0010593360
0.0010586510
0.0010580220
0.0010579110
0.0010590770
0.0010581140
0.0010579110
0.0010577990
0.0010587810
0.0010579300
0.0010578550
0.0010578370
0.0010584100
0.0010578930
0.0010578000
0.0010577260
0.0010582440
0.0010579110
0.0010578180
0.0010577440
0.0010578550
0.0010579480
0.0010577070
0.0010582250
0.0010579290
0.0010578370
0.0010576700
0.0010586510
0.0010579100
0.0010578560
0.0010578730
0.0010581330
0.0010580220
0.0010579660
0.0010577620
0.0010579470
0.0010577990
0.0010577440
0.0010577440
0.0010578550
0.0010577810
0.0010577250
0.0010585030
0.0010578740
0.0010577990
0.0010577260
0.0010580960
0.0010578740
0.0010577630
0.0010577070
0.0010579840
0.0010577630
0.0010577440
0.0010577820
0.0010578950
0.0010578400
0.0010577850
0.0010576540
0.0010578770
0.0010577470
0.0010578030
0.0010583960
0.0010579690
0.0010578770
0.0010577840
0.0010583950
0.0010580060
0.0010578580
0.0010377170
0.0010581550
0.0010577840
0.0010578030
0.0010577840
0.0010578950
0.0010578030
0.0010577470
0.0010578400
0.0010579880
0.0010578770
0.0010579140
0.0010580990
0.0010579320
0.0010578580
0.0010577840
0.0010580430
0.0010578030
0.0010579140
0.0010576920
0.0010579320
0.0010577650
0.0010577840
0.0010577660
0.0010578770
0.0010577100
0.0010579140
0.0010578950
0.0010580810
0.0010578030
0.0010577100
0.0010580250
0.0010579140
0.0010578220
0.0010577100
0.0010578950
0.0010579510
0.0010577470
0.0010577840
0.0010579140
0.0010578950
0.0010578390
0.0010577100
0.0010578220
0.0010578210
0.0010577470
0.0010575430
0.0010579880
0.0010578580
0.0010578390
0.0010585800
0.0010579330
0.0010578580
0.0010578580
0.0010578390
0.0010578770
0.0010576730
0.0010600060
0.0010588210
0.0010580250
0.0010579320
0.0010578400
0.0010579880
0.0010579510
0.0010578400
0.0010575620
0.0010580250
0.0010579140
0.0010578400
0.0010578760
0.0010579130
0.0010578960
0.0010578220
0.0010577840
0.0010579510
0.0010578960
0.0010576550
0.0010578580
0.0010578030
0.0010577470
0.0010575250
0.0010578580
0.0010577850
0.0010578590
0.0010575250
0.0010578580
0.0010578390
0.0010129100
0.0010581170
0.0010577840
0.0010578590
0.0010579510
0.0010580250
0.0010579130
0.0010578030
0.0010576180
0.0010578580
0.0010578770
0.0010578400
0.0010580800
0.0010579880
0.0010577290
0.0010578210
0.0010580430
0.0010579140
0.0010577660
0.0010584320
0.0010579130
0.0010576910
0.0010576730
0.0010582100
0.0010577660
0.0010577660
0.0010578030
0.0010580250
0.0010579320
0.0010577470
0.0010578030
0.0010581730
0.0010579880
0.0010578580
0.0010577660
0.0010579690
0.0010578950
0.0010577840
0.0010582470
0.0010579510
0.0010576920
0.0010577840
0.0010580990
0.0010578210
0.0010577290
0.0010577660
0.0010579510
0.0010579140
0.0010577290
0.0010578030
0.0010580430
0.0010578400
0.0010577100
0.0010577660
0.0010578400
0.0010577650
0.0010577290
0.0010577290
0.0010578590
0.0010577480
0.0010577840
0.0010584690
0.0010579330
0.0010577840
0.0010577480
0.0010580250
0.0010577280
0.0010576740
0.0010578210
0.0010579130
0.0010578400
0.0010577840
0.0010578020
0.0010578960
0.0010578030
0.0010577470
0.0010577290
0.0010577840
0.0010578400
0.0010577660
0.0010588020
0.0010580250
0.0010578580
0.0010578400
0.0010579510
0.0010577840
0.0010577290
0.0010138540
0.0010580060
0.0010577660
0.0010577660
0.0010578390
0.0010580060
0.0010578960
0.0010578590
0.0010576730
0.0010577480
0.0010578210
0.0010577840
0.0010580430
0.0010578030
0.0010577840
0.0010578210
0.0010580620
0.0010578770
0.0010577650
0.0010577470
0.0010578580
0.0010576920
0.0010577660
0.0010575810
0.0010578030
0.0010577280
0.0010577290
0.0010575440
0.0010578220
0.0010578580
0.0010578400
0.0010581180
0.0010579320
0.0010577280
0.0010577100
0.0010590250
0.0010582470
0.0010579320
0.0010583590
0.0010580810
0.0010578210
0.0010577650
0.0010577660
0.0010578580
0.0010577290
0.0010577840
0.0010575990
0.0010578400
0.0010577280
0.0010577110
0.0010579500
0.0010578950
0.0010577480
0.0010578030
0.0010578950
0.0010579510
0.0010580430
0.0010577100
0.0010579690
